PSIS_REFYEAR_D_CODE,PSIS_PROVOFSTUDY_CODE,PSIS_PRGCODECIP6_D_CODE,PSIS_PCSCE_D_CODE,PSIS_GENDER_CODE,_COUNT_
2006,48,52.1302,,2,0
2006,48,52.1302,66,,0
2006,48,52.1302,66,1,0
2006,48,52.1302,66,2,0
2006,48,52.1302,76,,0
2006,48,52.1302,76,1,0
2006,48,52.1302,76,2,0
2006,48,52.1302,86,,0
2006,48,52.1302,86,1,0
2006,48,52.1302,86,2,0
2006,59,,,,225
2006,59,,,1,110
2006,59,,,2,115
2006,59,,66,,155
2006,59,,66,1,70
2006,59,,66,2,85
2006,59,,76,,35
2006,59,,76,1,15
2006,59,,76,2,20
2006,59,,86,,35
2006,59,,86,1,25
2006,59,,86,2,10
2006,59,26.1102,,,0
2006,59,26.1102,,1,0
2006,59,26.1102,,2,0
2006,59,26.1102,66,,0
2006,59,26.1102,66,1,0
2006,59,26.1102,66,2,0
2006,59,26.1102,76,,0
2006,59,26.1102,76,1,0
2006,59,26.1102,76,2,0
2006,59,26.1102,86,,0
2006,59,26.1102,86,1,0
2006,59,26.1102,86,2,0
2006,59,27.0501,,,215
2006,59,27.0501,,1,105
2006,59,27.0501,,2,110
2006,59,27.0501,66,,145
2006,59,27.0501,66,1,65
2006,59,27.0501,66,2,80
2006,59,27.0501,76,,35
2006,59,27.0501,76,1,15
2006,59,27.0501,76,2,20
2006,59,27.0501,86,,35
2006,59,27.0501,86,1,25
2006,59,27.0501,86,2,10
2006,59,27.0502,,,10
2006,59,27.0502,,1,5
2006,59,27.0502,,2,5
2006,59,27.0502,66,,10
2006,59,27.0502,66,1,5
2006,59,27.0502,66,2,5
2006,59,27.0502,76,,0
2006,59,27.0502,76,1,0
2006,59,27.0502,76,2,0
2006,59,27.0502,86,,0
2006,59,27.0502,86,1,0
2006,59,27.0502,86,2,0
2006,59,27.0599,,,0
2006,59,27.0599,,1,0
2006,59,27.0599,,2,0
2006,59,27.0599,66,,0
2006,59,27.0599,66,1,0
2006,59,27.0599,66,2,0
2006,59,27.0599,76,,0
2006,59,27.0599,76,1,0
2006,59,27.0599,76,2,0
2006,59,27.0599,86,,0
2006,59,27.0599,86,1,0
2006,59,27.0599,86,2,0
2006,59,27.9999,,,0
2006,59,27.9999,,1,0
2006,59,27.9999,,2,0
2006,59,27.9999,66,,0
2006,59,27.9999,66,1,0
2006,59,27.9999,66,2,0
2006,59,27.9999,76,,0
2006,59,27.9999,76,1,0
2006,59,27.9999,76,2,0
2006,59,27.9999,86,,0
2006,59,27.9999,86,1,0
2006,59,27.9999,86,2,0
2006,59,52.1302,,,0
2006,59,52.1302,,1,0
2006,59,52.1302,,2,0
2006,59,52.1302,66,,0
2006,59,52.1302,66,1,0
2006,59,52.1302,66,2,0
2006,59,52.1302,76,,0
2006,59,52.1302,76,1,0
2006,59,52.1302,76,2,0
2006,59,52.1302,86,,0
2006,59,52.1302,86,1,0
2006,59,52.1302,86,2,0
2007,,,,,680
2007,,,,1,370
2007,,,,2,310
2007,,,66,,425
2007,,,66,1,220
2007,,,66,2,205
2007,,,76,,170
2007,,,76,1,90
2007,,,76,2,80
2007,,,86,,85
2007,,,86,1,60
2007,,,86,2,25
2007,,26.1102,,,10
2007,,26.1102,,1,5
2007,,26.1102,,2,5
2007,,26.1102,66,,0
2007,,26.1102,66,1,0
2007,,26.1102,66,2,0
2007,,26.1102,76,,10
2007,,26.1102,76,1,5
2007,,26.1102,76,2,5
2007,,26.1102,86,,0
2007,,26.1102,86,1,0
2007,,26.1102,86,2,0
2007,,27.0501,,,585
2007,,27.0501,,1,315
2007,,27.0501,,2,270
2007,,27.0501,66,,385
2007,,27.0501,66,1,200
2007,,27.0501,66,2,185
2007,,27.0501,76,,135
2007,,27.0501,76,1,70
2007,,27.0501,76,2,65
2007,,27.0501,86,,65
2007,,27.0501,86,1,45
2007,,27.0501,86,2,20
2007,,27.0502,,,85
2007,,27.0502,,1,50
2007,,27.0502,,2,35
2007,,27.0502,66,,40
2007,,27.0502,66,1,20
2007,,27.0502,66,2,20
2007,,27.0502,76,,25
2007,,27.0502,76,1,15
2007,,27.0502,76,2,10
2007,,27.0502,86,,20
2007,,27.0502,86,1,15
2007,,27.0502,86,2,5
2007,,27.0599,,,0
2007,,27.0599,,1,0
2007,,27.0599,,2,0
2007,,27.0599,66,,0
2007,,27.0599,66,1,0
2007,,27.0599,66,2,0
2007,,27.0599,76,,0
2007,,27.0599,76,1,0
2007,,27.0599,76,2,0
2007,,27.0599,86,,0
2007,,27.0599,86,1,0
2007,,27.0599,86,2,0
2007,,27.9999,,,0
2007,,27.9999,,1,0
2007,,27.9999,,2,0
2007,,27.9999,66,,0
2007,,27.9999,66,1,0
2007,,27.9999,66,2,0
2007,,27.9999,76,,0
2007,,27.9999,76,1,0
2007,,27.9999,76,2,0
2007,,27.9999,86,,0
2007,,27.9999,86,1,0
2007,,27.9999,86,2,0
2007,,52.1302,,,0
2007,,52.1302,,1,0
2007,,52.1302,,2,0
2007,,52.1302,66,,0
2007,,52.1302,66,1,0
2007,,52.1302,66,2,0
2007,,52.1302,76,,0
2007,,52.1302,76,1,0
2007,,52.1302,76,2,0
2007,,52.1302,86,,0
2007,,52.1302,86,1,0
2007,,52.1302,86,2,0
2007,10,,,,20
2007,10,,,1,15
2007,10,,,2,5
2007,10,,66,,0
2007,10,,66,1,0
2007,10,,66,2,0
2007,10,,76,,15
2007,10,,76,1,10
2007,10,,76,2,5
2007,10,,86,,5
2007,10,,86,1,5
2007,10,,86,2,0
2007,10,26.1102,,,0
2007,10,26.1102,,1,0
2007,10,26.1102,,2,0
2007,10,26.1102,66,,0
2007,10,26.1102,66,1,0
2007,10,26.1102,66,2,0
2007,10,26.1102,76,,0
2007,10,26.1102,76,1,0
2007,10,26.1102,76,2,0
2007,10,26.1102,86,,0
2007,10,26.1102,86,1,0
2007,10,26.1102,86,2,0
2007,10,27.0501,,,20
2007,10,27.0501,,1,15
2007,10,27.0501,,2,5
2007,10,27.0501,66,,0
2007,10,27.0501,66,1,0
2007,10,27.0501,66,2,0
2007,10,27.0501,76,,15
2007,10,27.0501,76,1,10
2007,10,27.0501,76,2,5
2007,10,27.0501,86,,5
2007,10,27.0501,86,1,5
2007,10,27.0501,86,2,0
2007,10,27.0502,,,0
2007,10,27.0502,,1,0
2007,10,27.0502,,2,0
2007,10,27.0502,66,,0
2007,10,27.0502,66,1,0
2007,10,27.0502,66,2,0
2007,10,27.0502,76,,0
2007,10,27.0502,76,1,0
2007,10,27.0502,76,2,0
2007,10,27.0502,86,,0
2007,10,27.0502,86,1,0
2007,10,27.0502,86,2,0
2007,10,27.0599,,,0
2007,10,27.0599,,1,0
2007,10,27.0599,,2,0
2007,10,27.0599,66,,0
2007,10,27.0599,66,1,0
2007,10,27.0599,66,2,0
2007,10,27.0599,76,,0
2007,10,27.0599,76,1,0
2007,10,27.0599,76,2,0
2007,10,27.0599,86,,0
2007,10,27.0599,86,1,0
2007,10,27.0599,86,2,0
2007,10,27.9999,,,0
2007,10,27.9999,,1,0
2007,10,27.9999,,2,0
2007,10,27.9999,66,,0
2007,10,27.9999,66,1,0
2007,10,27.9999,66,2,0
2007,10,27.9999,76,,0
2007,10,27.9999,76,1,0
2007,10,27.9999,76,2,0
2007,10,27.9999,86,,0
2007,10,27.9999,86,1,0
2007,10,27.9999,86,2,0
2007,10,52.1302,,,0
2007,10,52.1302,,1,0
2007,10,52.1302,,2,0
2007,10,52.1302,66,,0
2007,10,52.1302,66,1,0
2007,10,52.1302,66,2,0
2007,10,52.1302,76,,0
2007,10,52.1302,76,1,0
2007,10,52.1302,76,2,0
2007,10,52.1302,86,,0
2007,10,52.1302,86,1,0
2007,10,52.1302,86,2,0
2007,12,,,,30
2007,12,,,1,15
2007,12,,,2,15
2007,12,,66,,10
2007,12,,66,1,5
2007,12,,66,2,5
2007,12,,76,,10
2007,12,,76,1,5
2007,12,,76,2,5
2007,12,,86,,10
2007,12,,86,1,5
2007,12,,86,2,5
2007,12,26.1102,,,0
2007,12,26.1102,,1,0
2007,12,26.1102,,2,0
2007,12,26.1102,66,,0
2007,12,26.1102,66,1,0
2007,12,26.1102,66,2,0
2007,12,26.1102,76,,0
2007,12,26.1102,76,1,0
2007,12,26.1102,76,2,0
2007,12,26.1102,86,,0
2007,12,26.1102,86,1,0
2007,12,26.1102,86,2,0
2007,12,27.0501,,,30
2007,12,27.0501,,1,15
2007,12,27.0501,,2,15
2007,12,27.0501,66,,10
2007,12,27.0501,66,1,5
2007,12,27.0501,66,2,5
2007,12,27.0501,76,,10
2007,12,27.0501,76,1,5
2007,12,27.0501,76,2,5
2007,12,27.0501,86,,10
2007,12,27.0501,86,1,5
2007,12,27.0501,86,2,5
2007,12,27.0502,,,0
2007,12,27.0502,,1,0
2007,12,27.0502,,2,0
2007,12,27.0502,66,,0
2007,12,27.0502,66,1,0
2007,12,27.0502,66,2,0
2007,12,27.0502,76,,0
2007,12,27.0502,76,1,0
2007,12,27.0502,76,2,0
2007,12,27.0502,86,,0
2007,12,27.0502,86,1,0
2007,12,27.0502,86,2,0
2007,12,27.0599,,,0
2007,12,27.0599,,1,0
2007,12,27.0599,,2,0
2007,12,27.0599,66,,0
2007,12,27.0599,66,1,0
2007,12,27.0599,66,2,0
2007,12,27.0599,76,,0
2007,12,27.0599,76,1,0
2007,12,27.0599,76,2,0
2007,12,27.0599,86,,0
2007,12,27.0599,86,1,0
2007,12,27.0599,86,2,0
2007,12,27.9999,,,0
2007,12,27.9999,,1,0
2007,12,27.9999,,2,0
2007,12,27.9999,66,,0
2007,12,27.9999,66,1,0
2007,12,27.9999,66,2,0
2007,12,27.9999,76,,0
2007,12,27.9999,76,1,0
2007,12,27.9999,76,2,0
2007,12,27.9999,86,,0
2007,12,27.9999,86,1,0
2007,12,27.9999,86,2,0
2007,12,52.1302,,,0
2007,12,52.1302,,1,0
2007,12,52.1302,,2,0
2007,12,52.1302,66,,0
2007,12,52.1302,66,1,0
2007,12,52.1302,66,2,0
2007,12,52.1302,76,,0
2007,12,52.1302,76,1,0
2007,12,52.1302,76,2,0
2007,12,52.1302,86,,0
2007,12,52.1302,86,1,0
2007,12,52.1302,86,2,0
2007,13,,,,0
2007,13,,,1,0
2007,13,,,2,0
2007,13,,66,,0
2007,13,,66,1,0
2007,13,,66,2,0
2007,13,,76,,0
2007,13,,76,1,0
2007,13,,76,2,0
2007,13,,86,,0
2007,13,,86,1,0
2007,13,,86,2,0
2007,13,26.1102,,,0
2007,13,26.1102,,1,0
2007,13,26.1102,,2,0
2007,13,26.1102,66,,0
2007,13,26.1102,66,1,0
2007,13,26.1102,66,2,0
2007,13,26.1102,76,,0
2007,13,26.1102,76,1,0
2007,13,26.1102,76,2,0
2007,13,26.1102,86,,0
2007,13,26.1102,86,1,0
2007,13,26.1102,86,2,0
2007,13,27.0501,,,0
2007,13,27.0501,,1,0
2007,13,27.0501,,2,0
2007,13,27.0501,66,,0
2007,13,27.0501,66,1,0
2007,13,27.0501,66,2,0
2007,13,27.0501,76,,0
2007,13,27.0501,76,1,0
2007,13,27.0501,76,2,0
2007,13,27.0501,86,,0
2007,13,27.0501,86,1,0
2007,13,27.0501,86,2,0
2007,13,27.0502,,,0
2007,13,27.0502,,1,0
2007,13,27.0502,,2,0
2007,13,27.0502,66,,0
2007,13,27.0502,66,1,0
2007,13,27.0502,66,2,0
2007,13,27.0502,76,,0
2007,13,27.0502,76,1,0
2007,13,27.0502,76,2,0
2007,13,27.0502,86,,0
2007,13,27.0502,86,1,0
2007,13,27.0502,86,2,0
2007,13,27.0599,,,0
2007,13,27.0599,,1,0
2007,13,27.0599,,2,0
2007,13,27.0599,66,,0
2007,13,27.0599,66,1,0
2007,13,27.0599,66,2,0
2007,13,27.0599,76,,0
2007,13,27.0599,76,1,0
2007,13,27.0599,76,2,0
2007,13,27.0599,86,,0
2007,13,27.0599,86,1,0
2007,13,27.0599,86,2,0
2007,13,27.9999,,,0
2007,13,27.9999,,1,0
2007,13,27.9999,,2,0
2007,13,27.9999,66,,0
2007,13,27.9999,66,1,0
2007,13,27.9999,66,2,0
2007,13,27.9999,76,,0
2007,13,27.9999,76,1,0
2007,13,27.9999,76,2,0
2007,13,27.9999,86,,0
2007,13,27.9999,86,1,0
2007,13,27.9999,86,2,0
2007,13,52.1302,,,0
2007,13,52.1302,,1,0
2007,13,52.1302,,2,0
2007,13,52.1302,66,,0
2007,13,52.1302,66,1,0
2007,13,52.1302,66,2,0
2007,13,52.1302,76,,0
2007,13,52.1302,76,1,0
2007,13,52.1302,76,2,0
2007,13,52.1302,86,,0
2007,13,52.1302,86,1,0
2007,13,52.1302,86,2,0
2007,24,,,,195
2007,24,,,1,105
2007,24,,,2,90
2007,24,,66,,125
2007,24,,66,1,60
2007,24,,66,2,65
2007,24,,76,,60
2007,24,,76,1,35
2007,24,,76,2,25
2007,24,,86,,10
2007,24,,86,1,10
2007,24,,86,2,0
2007,24,26.1102,,,10
2007,24,26.1102,,1,5
2007,24,26.1102,,2,5
2007,24,26.1102,66,,0
2007,24,26.1102,66,1,0
2007,24,26.1102,66,2,0
2007,24,26.1102,76,,10
2007,24,26.1102,76,1,5
2007,24,26.1102,76,2,5
2007,24,26.1102,86,,0
2007,24,26.1102,86,1,0
2007,24,26.1102,86,2,0
2007,24,27.0501,,,175
2007,24,27.0501,,1,95
2007,24,27.0501,,2,80
2007,24,27.0501,66,,115
2007,24,27.0501,66,1,55
2007,24,27.0501,66,2,60
2007,24,27.0501,76,,50
2007,24,27.0501,76,1,30
2007,24,27.0501,76,2,20
2007,24,27.0501,86,,10
2007,24,27.0501,86,1,10
2007,24,27.0501,86,2,0
2007,24,27.0502,,,10
2007,24,27.0502,,1,5
2007,24,27.0502,,2,5
2007,24,27.0502,66,,10
2007,24,27.0502,66,1,5
2007,24,27.0502,66,2,5
2007,24,27.0502,76,,0
2007,24,27.0502,76,1,0
2007,24,27.0502,76,2,0
2007,24,27.0502,86,,0
2007,24,27.0502,86,1,0
2007,24,27.0502,86,2,0
2007,24,27.0599,,,0
2007,24,27.0599,,1,0
2007,24,27.0599,,2,0
2007,24,27.0599,66,,0
2007,24,27.0599,66,1,0
2007,24,27.0599,66,2,0
2007,24,27.0599,76,,0
2007,24,27.0599,76,1,0
2007,24,27.0599,76,2,0
2007,24,27.0599,86,,0
2007,24,27.0599,86,1,0
2007,24,27.0599,86,2,0
2007,24,27.9999,,,0
2007,24,27.9999,,1,0
2007,24,27.9999,,2,0
2007,24,27.9999,66,,0
2007,24,27.9999,66,1,0
2007,24,27.9999,66,2,0
2007,24,27.9999,76,,0
2007,24,27.9999,76,1,0
2007,24,27.9999,76,2,0
2007,24,27.9999,86,,0
2007,24,27.9999,86,1,0
2007,24,27.9999,86,2,0
2007,24,52.1302,,,0
2007,24,52.1302,,1,0
2007,24,52.1302,,2,0
2007,24,52.1302,66,,0
2007,24,52.1302,66,1,0
2007,24,52.1302,66,2,0
2007,24,52.1302,76,,0
2007,24,52.1302,76,1,0
2007,24,52.1302,76,2,0
2007,24,52.1302,86,,0
2007,24,52.1302,86,1,0
2007,24,52.1302,86,2,0
2007,35,,,,45
2007,35,,,1,25
2007,35,,,2,20
2007,35,,66,,25
2007,35,,66,1,10
2007,35,,66,2,15
2007,35,,76,,15
2007,35,,76,1,10
2007,35,,76,2,5
2007,35,,86,,5
2007,35,,86,1,5
2007,35,,86,2,0
2007,35,26.1102,,,0
2007,35,26.1102,,1,0
2007,35,26.1102,,2,0
2007,35,26.1102,66,,0
2007,35,26.1102,66,1,0
2007,35,26.1102,66,2,0
2007,35,26.1102,76,,0
2007,35,26.1102,76,1,0
2007,35,26.1102,76,2,0
2007,35,26.1102,86,,0
2007,35,26.1102,86,1,0
2007,35,26.1102,86,2,0
2007,35,27.0501,,,20
2007,35,27.0501,,1,15
2007,35,27.0501,,2,5
2007,35,27.0501,66,,0
2007,35,27.0501,66,1,0
2007,35,27.0501,66,2,0
2007,35,27.0501,76,,15
2007,35,27.0501,76,1,10
2007,35,27.0501,76,2,5
2007,35,27.0501,86,,5
2007,35,27.0501,86,1,5
2007,35,27.0501,86,2,0
2007,35,27.0502,,,25
2007,35,27.0502,,1,10
2007,35,27.0502,,2,15
2007,35,27.0502,66,,25
2007,35,27.0502,66,1,10
2007,35,27.0502,66,2,15
2007,35,27.0502,76,,0
2007,35,27.0502,76,1,0
2007,35,27.0502,76,2,0
2007,35,27.0502,86,,0
2007,35,27.0502,86,1,0
2007,35,27.0502,86,2,0
2007,35,27.0599,,,0
2007,35,27.0599,,1,0
2007,35,27.0599,,2,0
2007,35,27.0599,66,,0
2007,35,27.0599,66,1,0
2007,35,27.0599,66,2,0
2007,35,27.0599,76,,0
2007,35,27.0599,76,1,0
2007,35,27.0599,76,2,0
2007,35,27.0599,86,,0
2007,35,27.0599,86,1,0
2007,35,27.0599,86,2,0
2007,35,27.9999,,,0
2007,35,27.9999,,1,0
2007,35,27.9999,,2,0
2007,35,27.9999,66,,0
2007,35,27.9999,66,1,0
2007,35,27.9999,66,2,0
2007,35,27.9999,76,,0
2007,35,27.9999,76,1,0
2007,35,27.9999,76,2,0
2007,35,27.9999,86,,0
2007,35,27.9999,86,1,0
2007,35,27.9999,86,2,0
2007,35,52.1302,,,0
2007,35,52.1302,,1,0
2007,35,52.1302,,2,0
2007,35,52.1302,66,,0
2007,35,52.1302,66,1,0
2007,35,52.1302,66,2,0
2007,35,52.1302,76,,0
2007,35,52.1302,76,1,0
2007,35,52.1302,76,2,0
2007,35,52.1302,86,,0
2007,35,52.1302,86,1,0
2007,35,52.1302,86,2,0
2007,46,,,,55
2007,46,,,1,25
2007,46,,,2,30
2007,46,,66,,35
2007,46,,66,1,20
2007,46,,66,2,15
2007,46,,76,,15
2007,46,,76,1,5
2007,46,,76,2,10
2007,46,,86,,5
2007,46,,86,1,0
2007,46,,86,2,5
2007,46,26.1102,,,0
2007,46,26.1102,,1,0
2007,46,26.1102,,2,0
2007,46,26.1102,66,,0
2007,46,26.1102,66,1,0
2007,46,26.1102,66,2,0
2007,46,26.1102,76,,0
2007,46,26.1102,76,1,0
2007,46,26.1102,76,2,0
2007,46,26.1102,86,,0
2007,46,26.1102,86,1,0
2007,46,26.1102,86,2,0
2007,46,27.0501,,,55
2007,46,27.0501,,1,25
2007,46,27.0501,,2,30
2007,46,27.0501,66,,35
2007,46,27.0501,66,1,20
2007,46,27.0501,66,2,15
2007,46,27.0501,76,,15
2007,46,27.0501,76,1,5
2007,46,27.0501,76,2,10
2007,46,27.0501,86,,5
2007,46,27.0501,86,1,0
2007,46,27.0501,86,2,5
2007,46,27.0502,,,0
2007,46,27.0502,,1,0
2007,46,27.0502,,2,0
2007,46,27.0502,66,,0
2007,46,27.0502,66,1,0
2007,46,27.0502,66,2,0
2007,46,27.0502,76,,0
2007,46,27.0502,76,1,0
2007,46,27.0502,76,2,0
2007,46,27.0502,86,,0
2007,46,27.0502,86,1,0
2007,46,27.0502,86,2,0
2007,46,27.0599,,,0
2007,46,27.0599,,1,0
2007,46,27.0599,,2,0
2007,46,27.0599,66,,0
2007,46,27.0599,66,1,0
2007,46,27.0599,66,2,0
2007,46,27.0599,76,,0
2007,46,27.0599,76,1,0
2007,46,27.0599,76,2,0
2007,46,27.0599,86,,0
2007,46,27.0599,86,1,0
2007,46,27.0599,86,2,0
2007,46,27.9999,,,0
2007,46,27.9999,,1,0
2007,46,27.9999,,2,0
2007,46,27.9999,66,,0
2007,46,27.9999,66,1,0
2007,46,27.9999,66,2,0
2007,46,27.9999,76,,0
2007,46,27.9999,76,1,0
2007,46,27.9999,76,2,0
2007,46,27.9999,86,,0
2007,46,27.9999,86,1,0
2007,46,27.9999,86,2,0
2007,46,52.1302,,,0
2007,46,52.1302,,1,0
2007,46,52.1302,,2,0
2007,46,52.1302,66,,0
2007,46,52.1302,66,1,0
2007,46,52.1302,66,2,0
2007,46,52.1302,76,,0
2007,46,52.1302,76,1,0
2007,46,52.1302,76,2,0
2007,46,52.1302,86,,0
2007,46,52.1302,86,1,0
2007,46,52.1302,86,2,0
2007,47,,,,0
2007,47,,,1,0
2007,47,,,2,0
2007,47,,66,,0
2007,47,,66,1,0
2007,47,,66,2,0
2007,47,,76,,0
2007,47,,76,1,0
2007,47,,76,2,0
2007,47,,86,,0
2007,47,,86,1,0
2007,47,,86,2,0
2007,47,26.1102,,,0
2007,47,26.1102,,1,0
2007,47,26.1102,,2,0
2007,47,26.1102,66,,0
2007,47,26.1102,66,1,0
2007,47,26.1102,66,2,0
2007,47,26.1102,76,,0
2007,47,26.1102,76,1,0
2007,47,26.1102,76,2,0
2007,47,26.1102,86,,0
2007,47,26.1102,86,1,0
2007,47,26.1102,86,2,0
2007,47,27.0501,,,0
2007,47,27.0501,,1,0
2007,47,27.0501,,2,0
2007,47,27.0501,66,,0
2007,47,27.0501,66,1,0
2007,47,27.0501,66,2,0
2007,47,27.0501,76,,0
2007,47,27.0501,76,1,0
2007,47,27.0501,76,2,0
2007,47,27.0501,86,,0
2007,47,27.0501,86,1,0
2007,47,27.0501,86,2,0
2007,47,27.0502,,,0
2007,47,27.0502,,1,0
2007,47,27.0502,,2,0
2007,47,27.0502,66,,0
2007,47,27.0502,66,1,0
2007,47,27.0502,66,2,0
2007,47,27.0502,76,,0
2007,47,27.0502,76,1,0
2007,47,27.0502,76,2,0
2007,47,27.0502,86,,0
2007,47,27.0502,86,1,0
2007,47,27.0502,86,2,0
2007,47,27.0599,,,0
2007,47,27.0599,,1,0
2007,47,27.0599,,2,0
2007,47,27.0599,66,,0
2007,47,27.0599,66,1,0
2007,47,27.0599,66,2,0
2007,47,27.0599,76,,0
2007,47,27.0599,76,1,0
2007,47,27.0599,76,2,0
2007,47,27.0599,86,,0
2007,47,27.0599,86,1,0
2007,47,27.0599,86,2,0
2007,47,27.9999,,,0
2007,47,27.9999,,1,0
2007,47,27.9999,,2,0
2007,47,27.9999,66,,0
2007,47,27.9999,66,1,0
2007,47,27.9999,66,2,0
2007,47,27.9999,76,,0
2007,47,27.9999,76,1,0
2007,47,27.9999,76,2,0
2007,47,27.9999,86,,0
2007,47,27.9999,86,1,0
2007,47,27.9999,86,2,0
2007,47,52.1302,,,0
2007,47,52.1302,,1,0
2007,47,52.1302,,2,0
2007,47,52.1302,66,,0
2007,47,52.1302,66,1,0
2007,47,52.1302,66,2,0
2007,47,52.1302,76,,0
2007,47,52.1302,76,1,0
2007,47,52.1302,76,2,0
2007,47,52.1302,86,,0
2007,47,52.1302,86,1,0
2007,47,52.1302,86,2,0
2007,48,,,,120
2007,48,,,1,70
2007,48,,,2,50
2007,48,,66,,75
2007,48,,66,1,40
2007,48,,66,2,35
2007,48,,76,,25
2007,48,,76,1,15
2007,48,,76,2,10
2007,48,,86,,20
2007,48,,86,1,15
2007,48,,86,2,5
2007,48,26.1102,,,0
2007,48,26.1102,,1,0
2007,48,26.1102,,2,0
2007,48,26.1102,66,,0
2007,48,26.1102,66,1,0
2007,48,26.1102,66,2,0
2007,48,26.1102,76,,0
2007,48,26.1102,76,1,0
2007,48,26.1102,76,2,0
2007,48,26.1102,86,,0
2007,48,26.1102,86,1,0
2007,48,26.1102,86,2,0
2007,48,27.0501,,,75
2007,48,27.0501,,1,40
2007,48,27.0501,,2,35
2007,48,27.0501,66,,75
2007,48,27.0501,66,1,40
2007,48,27.0501,66,2,35
2007,48,27.0501,76,,0
2007,48,27.0501,76,1,0
2007,48,27.0501,76,2,0
2007,48,27.0501,86,,0
2007,48,27.0501,86,1,0
2007,48,27.0501,86,2,0
2007,48,27.0502,,,45
2007,48,27.0502,,1,30
2007,48,27.0502,,2,15
2007,48,27.0502,66,,0
2007,48,27.0502,66,1,0
2007,48,27.0502,66,2,0
2007,48,27.0502,76,,25
2007,48,27.0502,76,1,15
2007,48,27.0502,76,2,10
2007,48,27.0502,86,,20
2007,48,27.0502,86,1,15
2007,48,27.0502,86,2,5
2007,48,27.0599,,,0
2007,48,27.0599,,1,0
2007,48,27.0599,,2,0
2007,48,27.0599,66,,0
2007,48,27.0599,66,1,0
2007,48,27.0599,66,2,0
2007,48,27.0599,76,,0
2007,48,27.0599,76,1,0
2007,48,27.0599,76,2,0
2007,48,27.0599,86,,0
2007,48,27.0599,86,1,0
2007,48,27.0599,86,2,0
2007,48,27.9999,,,0
2007,48,27.9999,,1,0
2007,48,27.9999,,2,0
2007,48,27.9999,66,,0
2007,48,27.9999,66,1,0
2007,48,27.9999,66,2,0
2007,48,27.9999,76,,0
2007,48,27.9999,76,1,0
2007,48,27.9999,76,2,0
2007,48,27.9999,86,,0
2007,48,27.9999,86,1,0
2007,48,27.9999,86,2,0
2007,48,52.1302,,,0
2007,48,52.1302,,1,0
2007,48,52.1302,,2,0
2007,48,52.1302,66,,0
2007,48,52.1302,66,1,0
2007,48,52.1302,66,2,0
2007,48,52.1302,76,,0
2007,48,52.1302,76,1,0
2007,48,52.1302,76,2,0
2007,48,52.1302,86,,0
2007,48,52.1302,86,1,0
2007,48,52.1302,86,2,0
2007,59,,,,215
2007,59,,,1,115
2007,59,,,2,100
2007,59,,66,,155
2007,59,,66,1,85
2007,59,,66,2,70
2007,59,,76,,30
2007,59,,76,1,10
2007,59,,76,2,20
2007,59,,86,,30
2007,59,,86,1,20
2007,59,,86,2,10
2007,59,26.1102,,,0
2007,59,26.1102,,1,0
2007,59,26.1102,,2,0
2007,59,26.1102,66,,0
2007,59,26.1102,66,1,0
2007,59,26.1102,66,2,0
2007,59,26.1102,76,,0
2007,59,26.1102,76,1,0
2007,59,26.1102,76,2,0
2007,59,26.1102,86,,0
2007,59,26.1102,86,1,0
2007,59,26.1102,86,2,0
2007,59,27.0501,,,210
2007,59,27.0501,,1,110
2007,59,27.0501,,2,100
2007,59,27.0501,66,,150
2007,59,27.0501,66,1,80
2007,59,27.0501,66,2,70
2007,59,27.0501,76,,30
2007,59,27.0501,76,1,10
2007,59,27.0501,76,2,20
2007,59,27.0501,86,,30
2007,59,27.0501,86,1,20
2007,59,27.0501,86,2,10
2007,59,27.0502,,,5
2007,59,27.0502,,1,5
2007,59,27.0502,,2,0
2007,59,27.0502,66,,5
2007,59,27.0502,66,1,5
2007,59,27.0502,66,2,0
2007,59,27.0502,76,,0
2007,59,27.0502,76,1,0
2007,59,27.0502,76,2,0
2007,59,27.0502,86,,0
2007,59,27.0502,86,1,0
2007,59,27.0502,86,2,0
2007,59,27.0599,,,0
2007,59,27.0599,,1,0
2007,59,27.0599,,2,0
2007,59,27.0599,66,,0
2007,59,27.0599,66,1,0
2007,59,27.0599,66,2,0
2007,59,27.0599,76,,0
2007,59,27.0599,76,1,0
2007,59,27.0599,76,2,0
2007,59,27.0599,86,,0
2007,59,27.0599,86,1,0
2007,59,27.0599,86,2,0
2007,59,27.9999,,,0
2007,59,27.9999,,1,0
2007,59,27.9999,,2,0
2007,59,27.9999,66,,0
2007,59,27.9999,66,1,0
2007,59,27.9999,66,2,0
2007,59,27.9999,76,,0
2007,59,27.9999,76,1,0
2007,59,27.9999,76,2,0
2007,59,27.9999,86,,0
2007,59,27.9999,86,1,0
2007,59,27.9999,86,2,0
2007,59,52.1302,,,0
2007,59,52.1302,,1,0
2007,59,52.1302,,2,0
2007,59,52.1302,66,,0
2007,59,52.1302,66,1,0
2007,59,52.1302,66,2,0
2007,59,52.1302,76,,0
2007,59,52.1302,76,1,0
2007,59,52.1302,76,2,0
2007,59,52.1302,86,,0
2007,59,52.1302,86,1,0
2007,59,52.1302,86,2,0
2008,,,,,700
2008,,,,1,395
2008,,,,2,305
2008,,,66,,420
2008,,,66,1,235
2008,,,66,2,185
2008,,,76,,190
2008,,,76,1,95
2008,,,76,2,95
2008,,,86,,90
2008,,,86,1,65
